label,labor_years_total,starts_with_labor,saved_1988,fails,topup_events_total,ruin_total,terminal_median_M,min_total_floor_M
sc2.6_g3_16_rescash_bkt2_run15_thr20_ALL,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_rescash_bkt2_run15_thr20_10,17,2,0,1988;2004,35,2,13902.500,0.000
sc2.6_g3_16_rescash_bkt2_run15_thr12_6,103,10,0,1984;1986;1987;1988;1989;1990;2000;2001;2004;2005,24,10,2371.800,0.000
sc2.6_g3_16_rescash_bkt2_run18_thr15_ALL,39,4,0,1988;1989;2001;2004,9,4,5944.300,0.000
sc2.6_g3_16_rescash_bkt2_run18_thr18_ALL,21,2,0,1988;1989,12,2,5766.600,0.000
sc2.6_g3_16_rescash_bkt2_run18_thr20_ALL,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_rescash_bkt2_run18_thr20_10,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_rescash_bkt2_run18_thr12_6,77,7,0,1987;1988;1989;1990;2000;2001;2004,15,7,5855.400,0.000
sc2.6_g3_16_rescash_bkt2_run20_thr15_ALL,36,3,0,1987;1988;2004,7,3,7300.300,0.000
sc2.6_g3_16_rescash_bkt2_run20_thr18_ALL,21,2,0,1988;2004,8,2,8091.100,0.000
sc2.6_g3_16_rescash_bkt2_run20_thr20_ALL,12,1,0,1988,12,1,6839.000,0.000
sc2.6_g3_16_rescash_bkt2_run20_thr20_10,12,1,0,1988,12,1,6839.000,0.000
sc2.6_g3_16_rescash_bkt2_run20_thr12_6,50,4,0,1987;1988;2000;2004,7,4,8091.100,0.000
sc2.6_g3_16_rescash_bkt2_run22_thr15_ALL,27,3,0,1987;1988;2004,5,3,9966.800,0.000
sc2.6_g3_16_rescash_bkt2_run22_thr18_ALL,28,3,0,1987;1988;2004,7,3,11513.400,0.000
sc2.6_g3_16_rescash_bkt2_run22_thr20_ALL,19,2,0,1988;2004,7,2,10415.700,0.000
sc2.6_g3_16_rescash_bkt2_run22_thr20_10,19,2,0,1988;2004,7,2,10415.700,0.000
sc2.6_g3_16_rescash_bkt2_run22_thr12_6,42,4,0,1987;1988;2000;2004,5,4,10415.700,0.000
sc2.6_g3_16_rescash_bkt2_run25_thr15_ALL,17,2,0,1988;2004,2,2,13902.500,0.000
sc2.6_g3_16_rescash_bkt2_run25_thr18_ALL,17,2,0,1988;2004,4,2,13902.500,0.000
sc2.6_g3_16_rescash_bkt2_run25_thr20_ALL,17,2,0,1988;2004,4,2,13902.500,0.000
sc2.6_g3_16_rescash_bkt2_run25_thr20_10,17,2,0,1988;2004,4,2,13902.500,0.000
sc2.6_g3_16_rescash_bkt2_run25_thr12_6,18,2,0,1988;2004,2,2,13902.500,0.000
sc2.6_g3_16_rescash_bkt3_run15_thr15_ALL,33,3,0,1986;1987;1988,10,3,6609.400,0.000
sc2.6_g3_16_rescash_bkt3_run15_thr18_ALL,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_rescash_bkt3_run15_thr20_ALL,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_rescash_bkt3_run15_thr20_10,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_rescash_bkt3_run15_thr12_6,55,5,0,1986;1987;1988;2000;2004,6,5,6691.300,0.000
sc2.6_g3_16_rescash_bkt3_run18_thr15_ALL,19,2,0,1987;1988,5,2,10766.200,0.000
sc2.6_g3_16_rescash_bkt3_run18_thr18_ALL,19,2,0,1987;1988,9,2,10766.200,0.000
sc2.6_g3_16_rescash_bkt3_run18_thr20_ALL,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_rescash_bkt3_run18_thr20_10,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_rescash_bkt3_run18_thr12_6,21,2,0,1987;1988,2,2,10615.900,0.000
sc2.6_g3_16_resbond_bkt0_run15_thr15_ALL,14,1,1,1987,31,1,9946.200,0.000
sc2.6_g3_16_resbond_bkt0_run15_thr18_ALL,19,3,0,1988;2000;2004,31,3,15170.600,0.000
sc2.6_g3_16_resbond_bkt0_run15_thr20_ALL,19,3,0,1988;2000;2004,31,3,15170.600,0.000
sc2.6_g3_16_resbond_bkt0_run15_thr20_10,6,1,1,2004,61,1,3969.600,0.000
sc2.6_g3_16_resbond_bkt0_run15_thr12_6,189,22,0,1975;1977;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,197,22,119.600,0.000
sc2.6_g3_16_resbond_bkt0_run18_thr15_ALL,11,1,1,1987,29,1,8622.500,0.000
sc2.6_g3_16_resbond_bkt0_run18_thr18_ALL,11,1,1,1987,31,1,9714.000,0.000
sc2.6_g3_16_resbond_bkt0_run18_thr20_ALL,19,3,0,1988;2000;2004,31,3,15170.600,0.000
sc2.6_g3_16_resbond_bkt0_run18_thr20_10,11,1,0,1988,54,1,4250.200,0.000
sc2.6_g3_16_resbond_bkt0_run18_thr12_6,145,18,0,1980;1983;1984;1986;1987;1988;1990;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,152,18,196.600,0.000
sc2.6_g3_16_resbond_bkt0_run20_thr15_ALL,10,1,1,1987,29,1,8652.700,0.000
sc2.6_g3_16_resbond_bkt0_run20_thr18_ALL,10,1,1,1987,29,1,8652.700,0.000
sc2.6_g3_16_resbond_bkt0_run20_thr20_ALL,10,1,1,1987,29,1,7449.400,0.000
sc2.6_g3_16_resbond_bkt0_run20_thr20_10,10,1,0,1988,53,1,3130.700,0.000
sc2.6_g3_16_resbond_bkt0_run20_thr12_6,141,18,0,1975;1977;1983;1984;1985;1986;1987;1988;1990;1996;1997;1999;2000;2001;2002;2003;2004;2005,139,18,729.300,0.000
sc2.6_g3_16_resbond_bkt0_run22_thr15_ALL,12,1,1,1987,26,1,7620.400,0.000
sc2.6_g3_16_resbond_bkt0_run22_thr18_ALL,0,0,1,,27,0,9626.300,13.740
sc2.6_g3_16_resbond_bkt0_run22_thr20_ALL,0,0,1,,27,0,9583.300,13.740
sc2.6_g3_16_resbond_bkt0_run22_thr20_10,0,0,1,,42,0,3963.600,15.930
sc2.6_g3_16_resbond_bkt0_run22_thr12_6,125,15,0,1975;1977;1981;1984;1986;1987;1988;1989;1990;1993;2000;2001;2002;2004;2005,112,15,486.500,0.000
sc2.6_g3_16_resbond_bkt0_run25_thr15_ALL,9,1,0,1988,21,1,5238.100,0.000
sc2.6_g3_16_resbond_bkt0_run25_thr18_ALL,9,1,0,1988,22,1,6628.000,0.000
sc2.6_g3_16_resbond_bkt0_run25_thr20_ALL,19,2,0,1987;1988,23,2,9541.300,0.000
sc2.6_g3_16_resbond_bkt0_run25_thr20_10,6,1,1,2004,30,1,3969.600,0.000
sc2.6_g3_16_resbond_bkt0_run25_thr12_6,116,13,0,1977;1979;1984;1986;1987;1988;1989;1990;2000;2001;2002;2004;2005,70,13,941.500,0.000
sc2.6_g3_16_resbond_bkt2_run15_thr15_ALL,9,2,0,1988;2005,15,2,3388.100,0.000
sc2.6_g3_16_resbond_bkt2_run15_thr18_ALL,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_resbond_bkt2_run15_thr20_ALL,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_resbond_bkt2_run15_thr20_10,17,2,0,1988;2004,35,2,13905.000,0.000
sc2.6_g3_16_resbond_bkt2_run15_thr12_6,84,9,0,1986;1987;1988;1989;1990;2000;2001;2004;2005,36,9,2355.300,0.000
sc2.6_g3_16_resbond_bkt2_run18_thr15_ALL,22,3,0,1988;2001;2004,9,3,5885.800,0.000
sc2.6_g3_16_resbond_bkt2_run18_thr18_ALL,11,1,0,1988,12,1,5132.200,0.000
sc2.6_g3_16_resbond_bkt2_run18_thr20_ALL,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_resbond_bkt2_run18_thr20_10,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_resbond_bkt2_run18_thr12_6,56,6,0,1987;1988;1990;2000;2001;2004,17,6,5797.500,0.000
sc2.6_g3_16_resbond_bkt2_run20_thr15_ALL,28,3,0,1987;1988;2004,7,3,7320.600,0.000
sc2.6_g3_16_resbond_bkt2_run20_thr18_ALL,20,2,0,1988;2004,8,2,8113.900,0.000
sc2.6_g3_16_resbond_bkt2_run20_thr20_ALL,12,1,0,1988,12,1,6886.600,0.000
sc2.6_g3_16_resbond_bkt2_run20_thr20_10,12,1,0,1988,12,1,6886.600,0.000
sc2.6_g3_16_resbond_bkt2_run20_thr12_6,45,4,0,1987;1988;2000;2004,11,4,8113.900,0.000
sc2.6_g3_16_resbond_bkt2_run22_thr15_ALL,18,2,0,1988;2004,5,2,9529.400,0.000
sc2.6_g3_16_resbond_bkt2_run22_thr18_ALL,18,2,0,1988;2004,7,2,10430.300,0.000
sc2.6_g3_16_resbond_bkt2_run22_thr20_ALL,18,2,0,1988;2004,7,2,10430.300,0.000
sc2.6_g3_16_resbond_bkt2_run22_thr20_10,18,2,0,1988;2004,7,2,10430.300,0.000
sc2.6_g3_16_resbond_bkt2_run22_thr12_6,33,3,0,1988;2000;2004,5,3,9979.900,0.000
sc2.6_g3_16_resbond_bkt2_run25_thr15_ALL,17,2,0,1988;2004,2,2,13905.000,0.000
sc2.6_g3_16_resbond_bkt2_run25_thr18_ALL,17,2,0,1988;2004,4,2,13905.000,0.000
sc2.6_g3_16_resbond_bkt2_run25_thr20_ALL,17,2,0,1988;2004,4,2,13905.000,0.000
sc2.6_g3_16_resbond_bkt2_run25_thr20_10,17,2,0,1988;2004,4,2,13905.000,0.000
sc2.6_g3_16_resbond_bkt2_run25_thr12_6,17,2,0,1988;2004,2,2,13905.000,0.000
sc2.6_g3_16_resbond_bkt3_run15_thr15_ALL,25,2,0,1987;1988,10,2,5952.800,0.000
sc2.6_g3_16_resbond_bkt3_run15_thr18_ALL,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_resbond_bkt3_run15_thr20_ALL,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_resbond_bkt3_run15_thr20_10,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_resbond_bkt3_run15_thr12_6,44,4,0,1987;1988;2000;2004,6,4,6114.100,0.000
sc2.6_g3_16_resbond_bkt3_run18_thr15_ALL,17,2,0,1987;1988,5,2,10767.800,0.000
sc2.6_g3_16_resbond_bkt3_run18_thr18_ALL,17,2,0,1987;1988,9,2,10767.800,0.000
sc2.6_g3_16_resbond_bkt3_run18_thr20_ALL,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_resbond_bkt3_run18_thr20_10,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_resbond_bkt3_run18_thr12_6,21,2,0,1987;1988,2,2,10617.200,0.000
sc2.6_g3_16_ressofr_bkt0_run15_thr15_ALL,13,1,1,1987,31,1,7354.500,0.000
sc2.6_g3_16_ressofr_bkt0_run15_thr18_ALL,19,3,0,1988;2000;2004,31,3,15170.600,0.000
sc2.6_g3_16_ressofr_bkt0_run15_thr20_ALL,19,3,0,1988;2000;2004,31,3,15170.600,0.000
sc2.6_g3_16_ressofr_bkt0_run15_thr20_10,17,2,0,1988;2004,61,2,4079.600,0.000
sc2.6_g3_16_ressofr_bkt0_run15_thr12_6,237,25,0,1975;1977;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1993;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,166,25,1479.400,0.000
sc2.6_g3_16_ressofr_bkt0_run18_thr15_ALL,0,0,1,,29,0,7198.700,14.410
sc2.6_g3_16_ressofr_bkt0_run18_thr18_ALL,0,0,1,,31,0,7198.700,14.410
sc2.6_g3_16_ressofr_bkt0_run18_thr20_ALL,19,3,0,1988;2000;2004,31,3,15170.600,0.000
sc2.6_g3_16_ressofr_bkt0_run18_thr20_10,16,2,0,1988;2004,54,2,4199.100,0.000
sc2.6_g3_16_ressofr_bkt0_run18_thr12_6,204,21,0,1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,134,21,216.500,0.000
sc2.6_g3_16_ressofr_bkt0_run20_thr15_ALL,0,0,1,,29,0,6834.400,15.690
sc2.6_g3_16_ressofr_bkt0_run20_thr18_ALL,0,0,1,,29,0,7427.300,16.070
sc2.6_g3_16_ressofr_bkt0_run20_thr20_ALL,0,0,1,,29,0,6834.400,16.070
sc2.6_g3_16_ressofr_bkt0_run20_thr20_10,12,1,0,1988,53,1,3069.200,0.000
sc2.6_g3_16_ressofr_bkt0_run20_thr12_6,167,19,0,1981;1983;1984;1985;1986;1987;1988;1990;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,115,19,994.500,0.000
sc2.6_g3_16_ressofr_bkt0_run22_thr15_ALL,12,1,1,1987,26,1,7216.200,0.000
sc2.6_g3_16_ressofr_bkt0_run22_thr18_ALL,0,0,1,,27,0,9374.000,14.570
sc2.6_g3_16_ressofr_bkt0_run22_thr20_ALL,0,0,1,,27,0,9374.000,14.570
sc2.6_g3_16_ressofr_bkt0_run22_thr20_10,0,0,1,,42,0,3860.600,14.820
sc2.6_g3_16_ressofr_bkt0_run22_thr12_6,147,16,0,1977;1981;1983;1984;1986;1987;1988;1989;1990;1993;1996;2000;2001;2002;2004;2005,100,16,529.800,0.000
sc2.6_g3_16_ressofr_bkt0_run25_thr15_ALL,18,2,0,1984;1988,21,2,4974.100,0.000
sc2.6_g3_16_ressofr_bkt0_run25_thr18_ALL,10,1,0,1988,22,1,8102.900,0.000
sc2.6_g3_16_ressofr_bkt0_run25_thr20_ALL,20,2,0,1987;1988,23,2,9237.700,0.000
sc2.6_g3_16_ressofr_bkt0_run25_thr20_10,17,2,0,1988;2004,30,2,4079.600,0.000
sc2.6_g3_16_ressofr_bkt0_run25_thr12_6,120,12,0,1979;1984;1986;1987;1988;1989;1990;2000;2001;2002;2004;2005,58,12,742.900,0.000
sc2.6_g3_16_ressofr_bkt2_run15_thr15_ALL,15,3,0,1988;2001;2005,15,3,2706.700,0.000
sc2.6_g3_16_ressofr_bkt2_run15_thr18_ALL,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_ressofr_bkt2_run15_thr20_ALL,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_ressofr_bkt2_run15_thr20_10,17,2,0,1988;2004,35,2,13903.400,0.000
sc2.6_g3_16_ressofr_bkt2_run15_thr12_6,95,9,0,1986;1987;1988;1989;1990;2000;2001;2004;2005,30,9,2335.900,0.000
sc2.6_g3_16_ressofr_bkt2_run18_thr15_ALL,25,3,0,1988;2001;2004,9,3,5865.900,0.000
sc2.6_g3_16_ressofr_bkt2_run18_thr18_ALL,11,1,0,1988,12,1,5118.300,0.000
sc2.6_g3_16_ressofr_bkt2_run18_thr20_ALL,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_ressofr_bkt2_run18_thr20_10,13,1,0,1988,31,1,11848.200,0.000
sc2.6_g3_16_ressofr_bkt2_run18_thr12_6,71,7,0,1987;1988;1989;1990;2000;2001;2004,15,7,5865.900,0.000
sc2.6_g3_16_ressofr_bkt2_run20_thr15_ALL,32,3,0,1987;1988;2004,7,3,7311.200,0.000
sc2.6_g3_16_ressofr_bkt2_run20_thr18_ALL,20,2,0,1988;2004,8,2,8099.700,0.000
sc2.6_g3_16_ressofr_bkt2_run20_thr20_ALL,12,1,0,1988,12,1,6978.100,0.000
sc2.6_g3_16_ressofr_bkt2_run20_thr20_10,12,1,0,1988,12,1,6978.100,0.000
sc2.6_g3_16_ressofr_bkt2_run20_thr12_6,46,4,0,1987;1988;2000;2004,11,4,8099.700,0.000
sc2.6_g3_16_ressofr_bkt2_run22_thr15_ALL,20,2,0,1988;2004,5,2,9526.400,0.000
sc2.6_g3_16_ressofr_bkt2_run22_thr18_ALL,20,2,0,1988;2004,7,2,10421.200,0.000
sc2.6_g3_16_ressofr_bkt2_run22_thr20_ALL,19,2,0,1988;2004,7,2,10421.200,0.000
sc2.6_g3_16_ressofr_bkt2_run22_thr20_10,19,2,0,1988;2004,7,2,10421.200,0.000
sc2.6_g3_16_ressofr_bkt2_run22_thr12_6,35,3,0,1988;2000;2004,5,3,9973.800,0.000
sc2.6_g3_16_ressofr_bkt2_run25_thr15_ALL,17,2,0,1988;2004,2,2,13903.400,0.000
sc2.6_g3_16_ressofr_bkt2_run25_thr18_ALL,17,2,0,1988;2004,4,2,13903.400,0.000
sc2.6_g3_16_ressofr_bkt2_run25_thr20_ALL,17,2,0,1988;2004,4,2,13903.400,0.000
sc2.6_g3_16_ressofr_bkt2_run25_thr20_10,17,2,0,1988;2004,4,2,13903.400,0.000
sc2.6_g3_16_ressofr_bkt2_run25_thr12_6,18,2,0,1988;2004,2,2,13903.400,0.000
sc2.6_g3_16_ressofr_bkt3_run15_thr15_ALL,29,3,0,1986;1987;1988,10,3,6614.000,0.000
sc2.6_g3_16_ressofr_bkt3_run15_thr18_ALL,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_ressofr_bkt3_run15_thr20_ALL,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_ressofr_bkt3_run15_thr20_10,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_ressofr_bkt3_run15_thr12_6,49,5,0,1986;1987;1988;2000;2004,6,5,6697.900,0.000
sc2.6_g3_16_ressofr_bkt3_run18_thr15_ALL,18,2,0,1987;1988,5,2,10766.800,0.000
sc2.6_g3_16_ressofr_bkt3_run18_thr18_ALL,18,2,0,1987;1988,9,2,10766.800,0.000
sc2.6_g3_16_ressofr_bkt3_run18_thr20_ALL,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_ressofr_bkt3_run18_thr20_10,13,1,0,1988,31,1,9090.200,0.000
sc2.6_g3_16_ressofr_bkt3_run18_thr12_6,21,2,0,1987;1988,2,2,10616.900,0.000
sc2.6_g3_18_rescash_bkt0_run15_thr15_ALL,22,2,1,1987;1989,31,2,9852.900,0.000
sc2.6_g3_18_rescash_bkt0_run15_thr18_ALL,28,3,0,1988;2000;2004,31,3,17594.500,0.000
sc2.6_g3_18_rescash_bkt0_run15_thr20_ALL,28,3,0,1988;2000;2004,31,3,17594.500,0.000
sc2.6_g3_18_rescash_bkt0_run15_thr20_10,12,1,0,1988,58,1,2933.100,0.000
sc2.6_g3_18_rescash_bkt0_run15_thr12_6,256,25,0,1975;1977;1978;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,143,25,1438.200,0.000
sc2.6_g3_18_rescash_bkt0_run18_thr15_ALL,15,2,0,1987;1988,29,2,8036.100,0.000
sc2.6_g3_18_rescash_bkt0_run18_thr18_ALL,15,2,0,1987;1988,29,2,8036.100,0.000
sc2.6_g3_18_rescash_bkt0_run18_thr20_ALL,28,3,0,1988;2000;2004,31,3,17594.500,0.000
sc2.6_g3_18_rescash_bkt0_run18_thr20_10,19,2,0,1988;2004,51,2,6022.600,0.000
sc2.6_g3_18_rescash_bkt0_run18_thr12_6,221,26,0,1975;1977;1978;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,112,26,942.900,0.000
sc2.6_g3_18_rescash_bkt0_run20_thr15_ALL,20,2,0,1986;1988,28,2,8485.200,0.000
sc2.6_g3_18_rescash_bkt0_run20_thr18_ALL,10,1,0,1988,28,1,9180.500,0.000
sc2.6_g3_18_rescash_bkt0_run20_thr20_ALL,10,1,0,1988,28,1,9180.500,0.000
sc2.6_g3_18_rescash_bkt0_run20_thr20_10,13,1,0,1988,44,1,3606.900,0.000
sc2.6_g3_18_rescash_bkt0_run20_thr12_6,191,19,0,1975;1977;1981;1983;1984;1985;1986;1987;1988;1989;1990;1996;1997;1999;2000;2001;2002;2004;2005,96,19,625.600,0.000
sc2.6_g3_18_rescash_bkt0_run22_thr15_ALL,23,2,0,1987;1988,24,2,7013.200,0.000
sc2.6_g3_18_rescash_bkt0_run22_thr18_ALL,11,1,0,1988,25,1,7865.200,0.000
sc2.6_g3_18_rescash_bkt0_run22_thr20_ALL,11,1,0,1988,25,1,9076.800,0.000
sc2.6_g3_18_rescash_bkt0_run22_thr20_10,12,1,0,1988,36,1,4155.900,0.000
sc2.6_g3_18_rescash_bkt0_run22_thr12_6,191,20,0,1975;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1994;1999;2000;2001;2002;2004;2005,66,20,1314.100,0.000
sc2.6_g3_18_rescash_bkt0_run25_thr15_ALL,23,3,0,1984;1988;2002,16,3,2888.800,0.000
sc2.6_g3_18_rescash_bkt0_run25_thr18_ALL,14,2,0,1988;2002,20,2,7995.400,0.000
sc2.6_g3_18_rescash_bkt0_run25_thr20_ALL,12,1,0,1988,20,1,6258.700,0.000
sc2.6_g3_18_rescash_bkt0_run25_thr20_10,12,1,0,1988,27,1,2933.100,0.000
sc2.6_g3_18_rescash_bkt0_run25_thr12_6,148,14,0,1977;1979;1984;1986;1987;1988;1989;1990;1992;2000;2001;2002;2004;2005,44,14,2788.100,0.000
sc2.6_g3_18_rescash_bkt2_run15_thr15_ALL,14,2,0,1988;2005,14,2,4310.400,0.000
sc2.6_g3_18_rescash_bkt2_run15_thr18_ALL,13,1,0,1988,31,1,13127.800,0.000
sc2.6_g3_18_rescash_bkt2_run15_thr20_ALL,13,1,0,1988,31,1,13127.800,0.000
sc2.6_g3_18_rescash_bkt2_run15_thr20_10,17,2,0,1988;2004,36,2,16078.700,0.000
sc2.6_g3_18_rescash_bkt2_run15_thr12_6,87,8,0,1986;1987;1988;1989;2000;2001;2004;2005,19,8,4310.400,0.000
sc2.6_g3_18_rescash_bkt2_run18_thr15_ALL,39,4,0,1987;1988;2001;2004,9,4,8264.600,0.000
sc2.6_g3_18_rescash_bkt2_run18_thr18_ALL,12,1,0,1988,13,1,8093.400,0.000
sc2.6_g3_18_rescash_bkt2_run18_thr20_ALL,13,1,0,1988,31,1,13127.800,0.000
sc2.6_g3_18_rescash_bkt2_run18_thr20_10,13,1,0,1988,31,1,13127.800,0.000
sc2.6_g3_18_rescash_bkt2_run18_thr12_6,70,7,0,1987;1988;1989;1990;2000;2001;2004,14,7,9108.100,0.000
sc2.6_g3_18_rescash_bkt2_run20_thr15_ALL,33,3,0,1987;1988;2004,6,3,8743.300,0.000
sc2.6_g3_18_rescash_bkt2_run20_thr18_ALL,30,3,0,1987;1988;2004,7,3,10586.100,0.000
sc2.6_g3_18_rescash_bkt2_run20_thr20_ALL,12,1,0,1988,11,1,8929.000,0.000
sc2.6_g3_18_rescash_bkt2_run20_thr20_10,12,1,0,1988,11,1,8929.000,0.000
sc2.6_g3_18_rescash_bkt2_run20_thr12_6,38,4,0,1987;1988;1989;2004,6,4,10271.500,0.000
sc2.6_g3_18_rescash_bkt2_run22_thr15_ALL,21,2,0,1988;2004,4,2,10285.100,0.000
sc2.6_g3_18_rescash_bkt2_run22_thr18_ALL,21,2,0,1988;2004,6,2,13537.000,0.000
sc2.6_g3_18_rescash_bkt2_run22_thr20_ALL,20,2,0,1988;2004,7,2,13537.000,0.000
sc2.6_g3_18_rescash_bkt2_run22_thr20_10,20,2,0,1988;2004,7,2,13537.000,0.000
sc2.6_g3_18_rescash_bkt2_run22_thr12_6,46,4,0,1988;1990;2000;2004,4,4,13537.000,0.000
sc2.6_g3_18_rescash_bkt2_run25_thr15_ALL,22,3,0,1988;2000;2004,3,3,16190.700,0.000
sc2.6_g3_18_rescash_bkt2_run25_thr18_ALL,17,2,0,1988;2004,4,2,14890.200,0.000
sc2.6_g3_18_rescash_bkt2_run25_thr20_ALL,17,2,0,1988;2004,5,2,16078.700,0.000
sc2.6_g3_18_rescash_bkt2_run25_thr20_10,17,2,0,1988;2004,5,2,16078.700,0.000
sc2.6_g3_18_rescash_bkt2_run25_thr12_6,22,3,0,1988;2000;2004,3,3,16190.700,0.000
sc2.6_g3_18_rescash_bkt3_run15_thr15_ALL,24,2,0,1987;1988,11,2,9610.000,0.000
sc2.6_g3_18_rescash_bkt3_run15_thr18_ALL,13,1,0,1988,31,1,10026.100,0.000
sc2.6_g3_18_rescash_bkt3_run15_thr20_ALL,13,1,0,1988,31,1,10026.100,0.000
sc2.6_g3_18_rescash_bkt3_run15_thr20_10,13,1,0,1988,31,1,10026.100,0.000
sc2.6_g3_18_rescash_bkt3_run15_thr12_6,49,5,0,1986;1987;1988;2000;2004,7,5,10843.700,0.000
sc2.6_g3_18_rescash_bkt3_run18_thr15_ALL,13,1,0,1988,3,1,9987.800,0.000
sc2.6_g3_18_rescash_bkt3_run18_thr18_ALL,13,1,0,1988,10,1,9987.800,0.000
sc2.6_g3_18_rescash_bkt3_run18_thr20_ALL,13,1,0,1988,31,1,10026.100,0.000
sc2.6_g3_18_rescash_bkt3_run18_thr20_10,13,1,0,1988,31,1,10026.100,0.000
sc2.6_g3_18_rescash_bkt3_run18_thr12_6,13,1,0,1988,1,1,9591.700,0.000
sc2.6_g3_18_resbond_bkt0_run15_thr15_ALL,11,1,1,1987,31,1,11260.500,0.000
sc2.6_g3_18_resbond_bkt0_run15_thr18_ALL,28,3,0,1988;2000;2004,31,3,17594.500,0.000
sc2.6_g3_18_resbond_bkt0_run15_thr20_ALL,28,3,0,1988;2000;2004,31,3,17594.500,0.000
sc2.6_g3_18_resbond_bkt0_run15_thr20_10,2,1,0,1988,59,1,4458.800,0.000
sc2.6_g3_18_resbond_bkt0_run15_thr12_6,165,22,0,1975;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1993;1996;1998;1999;2000;2001;2002;2003;2004;2005,181,22,630.200,0.000
sc2.6_g3_18_resbond_bkt0_run18_thr15_ALL,7,1,1,1987,29,1,9725.100,0.000
sc2.6_g3_18_resbond_bkt0_run18_thr18_ALL,7,1,1,1987,29,1,8383.000,0.000
sc2.6_g3_18_resbond_bkt0_run18_thr20_ALL,28,3,0,1988;2000;2004,31,3,17594.500,0.000
sc2.6_g3_18_resbond_bkt0_run18_thr20_10,11,1,0,1988,51,1,5870.000,0.000
sc2.6_g3_18_resbond_bkt0_run18_thr12_6,132,17,0,1977;1979;1984;1986;1987;1988;1989;1990;1993;1997;1999;2000;2001;2002;2003;2004;2005,157,17,57.700,0.000
sc2.6_g3_18_resbond_bkt0_run20_thr15_ALL,0,0,1,,28,0,10166.200,15.850
sc2.6_g3_18_resbond_bkt0_run20_thr18_ALL,0,0,1,,28,0,10166.200,15.850
sc2.6_g3_18_resbond_bkt0_run20_thr20_ALL,0,0,1,,28,0,9550.000,15.850
sc2.6_g3_18_resbond_bkt0_run20_thr20_10,11,1,0,1988,48,1,4037.800,0.000
sc2.6_g3_18_resbond_bkt0_run20_thr12_6,122,15,0,1977;1981;1983;1984;1986;1987;1988;1990;1996;1999;2000;2001;2002;2004;2005,124,15,512.300,0.000
sc2.6_g3_18_resbond_bkt0_run22_thr15_ALL,11,1,1,1987,24,1,9410.700,0.000
sc2.6_g3_18_resbond_bkt0_run22_thr18_ALL,0,0,1,,25,0,10461.700,14.480
sc2.6_g3_18_resbond_bkt0_run22_thr20_ALL,0,0,1,,25,0,11026.800,14.480
sc2.6_g3_18_resbond_bkt0_run22_thr20_10,0,0,1,,39,0,4804.000,15.370
sc2.6_g3_18_resbond_bkt0_run22_thr12_6,126,15,0,1975;1977;1984;1986;1987;1988;1989;1990;1994;1999;2000;2001;2002;2004;2005,113,15,682.400,0.000
sc2.6_g3_18_resbond_bkt0_run25_thr15_ALL,10,1,0,1988,16,1,3740.700,0.000
sc2.6_g3_18_resbond_bkt0_run25_thr18_ALL,10,1,0,1988,20,1,8177.500,0.000
