indicator,horizon,IC,IC_pval,IC_abs,hit_rate_high,hit_rate_low,spread,spread_t,WF_avg_IC,WF_stable,WF_IC_1,WF_IC_2,WF_IC_3,WF_IC_4,WF_IC_5,WF_IC_6,WF_IC_7,asset
TF6_SlopeZ_100_60,5,-0.028233862982685955,0.0013356964095201929,0.028233862982685955,0.5074836295603368,0.5319476520400308,-0.0015337364912570424,-0.9346172756304182,-0.031068510745593192,5,-0.018769341687572844,-0.06802205963673001,-0.0009886544165654614,0.00293579167075682,-0.12916888123880427,-0.006010709647176879,0.0025442797369402835,Gold
TF6_SlopeZ_100_60,21,-0.055835107664905945,2.234929852868455e-10,0.055835107664905945,0.48026213137775003,0.5313078346699568,-0.011282499344959675,-3.6712707778025235,-0.06708468267420933,5,-0.09660799069157985,-0.16250454043420157,-0.015091615054762026,-0.011569085054110516,-0.20080807910393283,0.0038538227983400467,0.013134708820781387,Gold
TF6_SlopeZ_100_60,63,-0.06686390876121694,3.258909461880743e-14,0.06686390876121694,0.49921507064364207,0.5397315229131306,-0.030175072541293285,-5.776376567502347,-0.08615008124308002,5,-0.27211998818189165,-0.22421244819688002,-0.19633344765746463,0.12783441092556636,-0.03922889963144619,0.024314093021058716,-0.02330428898050276,Gold
TF6_SlopeZ_100_120,5,-0.025626991477856118,0.0035926279205872836,0.025626991477856118,0.5137700326746538,0.5257636531934589,-0.0017446560416291782,-1.0457896074326,-0.036450501172115464,5,-0.04702039745120524,-0.08966424802428276,-0.006656880385753522,0.019595630394606676,-0.11053129709344507,0.0047177908275992525,-0.02559410647232762,Gold
TF6_SlopeZ_100_120,21,-0.05789657662111577,4.739928614326547e-11,0.05789657662111577,0.4796697304876149,0.5319740500463392,-0.010427947432215498,-3.245000301993889,-0.07978030615014488,6,-0.15914816194507472,-0.23260485978819934,-0.036685497342978386,-0.0018724627003840197,-0.1387130518121901,0.040092146710937825,-0.029530256173125435,Gold
TF6_SlopeZ_100_120,63,-0.07557767520342164,9.5623753880496e-18,0.07557767520342164,0.48737650933040616,0.5514365152919369,-0.025797158103646616,-4.636376654037589,-0.11965012537605577,5,-0.43680698140995433,-0.2523653083142445,-0.24840504512815373,0.09847867704710205,-0.02629529054772008,0.07278501403527152,-0.04494194331469123,Gold
TF6_SlopeZ_200_60,5,-0.05481368088394025,4.6083866673562555e-10,0.05481368088394025,0.4967462039045553,0.5428350116189001,-0.003274275929670326,-1.993673015305025,-0.07498575516816196,7,-0.03781087451780102,-0.0545450228812153,-0.20004014497024616,-0.025875036741855845,-0.12069436872921176,-0.017688299747678868,-0.06824653858912481,Gold
TF6_SlopeZ_200_60,21,-0.11442463531951345,7.820064373154551e-39,0.11442463531951345,0.46742165684145204,0.5444392740809679,-0.023625010981798072,-7.742122169465858,-0.1424155821398962,7,-0.13767271001032186,-0.07917010916912068,-0.3590032797075838,-0.09796001005644514,-0.23224493672421667,-0.010696035930629047,-0.08016199338095618,Gold
TF6_SlopeZ_200_60,63,-0.07308062906696325,1.0870273272519365e-16,0.07308062906696325,0.5142412451361867,0.5250544662309368,-0.040714825671384305,-7.643751701494157,-0.11775120488222232,6,-0.13763149838864455,-0.11850065106359928,-0.28699786991310855,0.10294253244306975,-0.20755284001397314,-0.05248447159597619,-0.12403363564332434,Gold
TF6_SlopeZ_200_120,5,-0.051563454489219,4.577181976424846e-09,0.051563454489219,0.5018593120545398,0.537722695584818,-0.00570675896555858,-3.4855444760653644,-0.07900981625837399,6,-0.05455394355643067,-0.08726232676364332,-0.17657445280304143,0.0013723584038098653,-0.13779133050493456,-0.03475353626299668,-0.06350548232138112,Gold
TF6_SlopeZ_200_120,21,-0.10234540687631942,2.2804893103999882e-31,0.10234540687631942,0.47362705553831835,0.538234837909105,-0.026359351431927136,-8.038139415107732,-0.14638502281485577,7,-0.14081223885573016,-0.1310239405188944,-0.3073740760473301,-0.04033663354786562,-0.23724982040475645,-0.07298777047090738,-0.09491067985850629,Gold
